[2022-08-29 20:26:03 EDT] iverilog '-Wall' '-g2012' 'latch.v' design.sv testbench.sv  && unbuffer vvp a.out  
VCD info: dumpfile dump.vcd opened for output.
          0: clk = 1, start = 1, ready = 0, data = 000000000000000000000000, convst = 1, sck = 0, sdi = 0, sdo = 1
        921: clk = 1, start = 0, ready = 0, data = 000000000fffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        922: clk = 1, start = 0, ready = 0, data = 000000000fffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        923: clk = 1, start = 0, ready = 0, data = 000000000fffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        924: clk = 1, start = 0, ready = 0, data = 000000000fffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        925: clk = 1, start = 0, ready = 0, data = 000000000fffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        926: clk = 1, start = 0, ready = 0, data = 000000000fffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        927: clk = 1, start = 0, ready = 0, data = 000000000fffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        928: clk = 1, start = 0, ready = 0, data = 000000000fffffffffffffff, convst = 0, sck = 0, sdi = 1, sdo = 1
        929: clk = 1, start = 0, ready = 0, data = 000000001fffffffffffffff, convst = 0, sck = 1, sdi = 1, sdo = 1
        930: clk = 1, start = 0, ready = 0, data = 000000001fffffffffffffff, convst = 0, sck = 0, sdi = 1, sdo = 1
        931: clk = 1, start = 0, ready = 0, data = 000000003fffffffffffffff, convst = 0, sck = 1, sdi = 1, sdo = 1
        932: clk = 1, start = 0, ready = 0, data = 000000003fffffffffffffff, convst = 0, sck = 0, sdi = 1, sdo = 1
        933: clk = 1, start = 0, ready = 0, data = 000000007fffffffffffffff, convst = 0, sck = 1, sdi = 1, sdo = 1
        934: clk = 1, start = 0, ready = 0, data = 000000007fffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        935: clk = 1, start = 0, ready = 0, data = 00000000ffffffffffffffff, convst = 0, sck = 1, sdi = 0, sdo = 1
        936: clk = 1, start = 0, ready = 0, data = 00000000ffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        937: clk = 1, start = 0, ready = 0, data = 00000001ffffffffffffffff, convst = 0, sck = 1, sdi = 0, sdo = 1
        938: clk = 1, start = 0, ready = 0, data = 00000001ffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        939: clk = 1, start = 0, ready = 0, data = 00000003ffffffffffffffff, convst = 0, sck = 1, sdi = 0, sdo = 1
        940: clk = 1, start = 0, ready = 0, data = 00000003ffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        941: clk = 1, start = 0, ready = 0, data = 00000007ffffffffffffffff, convst = 0, sck = 1, sdi = 0, sdo = 1
        942: clk = 1, start = 0, ready = 0, data = 00000007ffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        943: clk = 1, start = 0, ready = 0, data = 0000000fffffffffffffffff, convst = 0, sck = 1, sdi = 0, sdo = 1
        944: clk = 1, start = 0, ready = 0, data = 0000000fffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        945: clk = 1, start = 0, ready = 0, data = 0000001fffffffffffffffff, convst = 0, sck = 1, sdi = 0, sdo = 1
        946: clk = 1, start = 0, ready = 0, data = 0000001fffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        947: clk = 1, start = 0, ready = 0, data = 0000003fffffffffffffffff, convst = 0, sck = 1, sdi = 0, sdo = 1
        948: clk = 1, start = 0, ready = 0, data = 0000003fffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        949: clk = 1, start = 0, ready = 0, data = 0000007fffffffffffffffff, convst = 0, sck = 1, sdi = 0, sdo = 1
        950: clk = 1, start = 0, ready = 0, data = 0000007fffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        951: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 1, sdi = 0, sdo = 1
        952: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        953: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        954: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        955: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        956: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        957: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        958: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        959: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        960: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 1, sck = 0, sdi = 0, sdo = 1
        961: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 1, sck = 0, sdi = 0, sdo = 1
        962: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        963: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        964: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        965: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        966: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        967: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        968: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        969: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        970: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        971: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        972: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        973: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        974: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        975: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        976: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        977: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        978: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        979: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        980: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        981: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        982: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        983: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        984: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        985: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        986: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        987: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        988: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        989: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        990: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        991: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        992: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        993: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        994: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        995: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        996: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        997: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        998: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
        999: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1000: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1001: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1002: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1003: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1004: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1005: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1006: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1007: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1008: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1009: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1010: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1011: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1012: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1013: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1014: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1015: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1016: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1017: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1018: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1019: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1020: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1021: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1022: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1023: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1024: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1025: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1026: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1027: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1028: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1029: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1030: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1031: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1032: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1033: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1034: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1035: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1036: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1037: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1038: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1039: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1040: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1041: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1042: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1043: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1044: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1045: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1046: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1047: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1048: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1049: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1050: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1051: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1052: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1053: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1054: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1055: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1056: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1057: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1058: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1059: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1060: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1061: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1062: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1063: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1064: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1065: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1066: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1067: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1068: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1069: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1070: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1071: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1072: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1073: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1074: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1075: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1076: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1077: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1078: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1079: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1080: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1081: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1082: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1083: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1084: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1085: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1086: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1087: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1088: clk = 1, start = 0, ready = 0, data = 000000ffffffffffffffffff, convst = 0, sck = 0, sdi = 1, sdo = 1
       1089: clk = 1, start = 0, ready = 0, data = 000001ffffffffffffffffff, convst = 0, sck = 1, sdi = 1, sdo = 1
       1090: clk = 1, start = 0, ready = 0, data = 000001ffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1091: clk = 1, start = 0, ready = 0, data = 000003ffffffffffffffffff, convst = 0, sck = 1, sdi = 0, sdo = 1
       1092: clk = 1, start = 0, ready = 0, data = 000003ffffffffffffffffff, convst = 0, sck = 0, sdi = 1, sdo = 1
       1093: clk = 1, start = 0, ready = 0, data = 000007ffffffffffffffffff, convst = 0, sck = 1, sdi = 1, sdo = 1
       1094: clk = 1, start = 0, ready = 0, data = 000007ffffffffffffffffff, convst = 0, sck = 0, sdi = 1, sdo = 1
       1095: clk = 1, start = 0, ready = 0, data = 00000fffffffffffffffffff, convst = 0, sck = 1, sdi = 1, sdo = 1
       1096: clk = 1, start = 0, ready = 0, data = 00000fffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1097: clk = 1, start = 0, ready = 0, data = 00001fffffffffffffffffff, convst = 0, sck = 1, sdi = 0, sdo = 1
       1098: clk = 1, start = 0, ready = 0, data = 00001fffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1099: clk = 1, start = 0, ready = 0, data = 00003fffffffffffffffffff, convst = 0, sck = 1, sdi = 0, sdo = 1
       1100: clk = 1, start = 0, ready = 0, data = 00003fffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1101: clk = 1, start = 0, ready = 0, data = 00007fffffffffffffffffff, convst = 0, sck = 1, sdi = 0, sdo = 1
       1102: clk = 1, start = 0, ready = 0, data = 00007fffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1103: clk = 1, start = 0, ready = 0, data = 0000ffffffffffffffffffff, convst = 0, sck = 1, sdi = 0, sdo = 1
       1104: clk = 1, start = 0, ready = 0, data = 0000ffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1105: clk = 1, start = 0, ready = 0, data = 0001ffffffffffffffffffff, convst = 0, sck = 1, sdi = 0, sdo = 1
       1106: clk = 1, start = 0, ready = 0, data = 0001ffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1107: clk = 1, start = 0, ready = 0, data = 0003ffffffffffffffffffff, convst = 0, sck = 1, sdi = 0, sdo = 1
       1108: clk = 1, start = 0, ready = 0, data = 0003ffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1109: clk = 1, start = 0, ready = 0, data = 0007ffffffffffffffffffff, convst = 0, sck = 1, sdi = 0, sdo = 1
       1110: clk = 1, start = 0, ready = 0, data = 0007ffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1111: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 1, sdi = 0, sdo = 1
       1112: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1113: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1114: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1115: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1116: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1117: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1118: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1119: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1120: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 1, sck = 0, sdi = 0, sdo = 1
       1121: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 1, sck = 0, sdi = 0, sdo = 1
       1122: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1123: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1124: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1125: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1126: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1127: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1128: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1129: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1130: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1131: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1132: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1133: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1134: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1135: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1136: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1137: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1138: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1139: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1140: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1141: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
